118058 28571
2752 7153 16
2752 8164 22
2752 8345 19
2752 8653 24
2752 8669 17
2752 9746 29
2752 10973 17
2752 11352 16
2752 11617 16
2752 11724 16
2752 12159 20
2752 12905 25
2752 12949 22
2752 13177 19
2752 13608 18
2752 13964 30
2752 13978 19
2752 13999 23
2752 14026 36
2752 14787 24
2752 14788 19
2752 15204 23
2752 15216 27
2752 16154 20
2752 16974 17
2752 17804 16
2752 18699 17
2752 19429 17
2752 20988 21
2752 23053 17
2752 23195 17
2752 23382 28
2752 24128 17
2752 25254 22
2755 2760 19
2755 2774 16
2755 2874 22
2755 2886 27
2755 2887 17
2755 2891 17
2755 2896 19
2755 2897 20
2755 2925 22
2755 2943 16
2755 2944 19
2755 2954 25
2755 2956 25
2755 2957 20
2755 2963 21
2755 3094 20
2755 3341 19
2755 3363 19
2755 3590 17
2755 3767 19
2755 3882 22
2755 7132 18
2755 8669 20
2755 8951 18
2755 9169 18
2755 9189 21
2755 9441 18
2755 9661 17
2755 14356 17
2755 14591 20
2757 2760 19
2757 2868 17
2757 2874 16
2757 2886 22
2757 2887 17
2757 2897 25
2757 2925 16
2757 2954 16
2757 2956 20
2757 3094 21
2757 3590 16
2757 3882 18
2757 4650 17
2757 7136 18
2757 8951 17
2757 9441 18
2757 12851 18
2759 2760 25
2759 2874 24
2759 2886 27
2759 2887 20
2759 2893 16
2759 2895 22
2759 2896 19
2759 2897 20
2759 2900 19
2759 2907 21
2759 2909 18
2759 2921 21
2759 2925 18
2759 2944 22
2759 2955 25
2759 2956 25
2759 2958 20
2759 2960 20
2759 2963 16
2759 3094 18
2759 3162 18
2759 3882 17
2759 4024 18
2759 4650 28
2759 8653 16
2759 10472 16
2759 12905 29
2759 15216 20
2759 16264 16
2760 2763 32
2760 2774 28
2760 2783 17
2760 2788 16
2760 2805 29
2760 2816 39
2760 2842 23
2760 2857 16
2760 2861 20
2760 2868 28
2760 2874 56
2760 2886 77
2760 2887 70
2760 2891 48
2760 2892 17
2760 2893 36
2760 2894 25
2760 2895 61
2760 2896 67
2760 2897 74
2760 2898 28
2760 2900 34
2760 2903 28
2760 2907 51
2760 2908 29
2760 2909 41
2760 2920 46
2760 2921 41
2760 2925 70
2760 2926 23
2760 2928 26
2760 2936 33
2760 2943 47
2760 2944 65
2760 2946 40
2760 2952 46
2760 2953 23
2760 2954 64
2760 2955 63
2760 2956 97
2760 2957 64
2760 2958 45
2760 2959 34
2760 2960 70
2760 2962 17
2760 2963 44
2760 3052 29
2760 3090 25
2760 3094 67
2760 3103 17
2760 3107 27
2760 3109 22
2760 3113 22
2760 3162 25
2760 3168 18
2760 3186 21
2760 3187 38
2760 3190 19
2760 3192 45
2760 3211 18
2760 3216 26
2760 3250 16
2760 3256 25
2760 3277 35
2760 3289 18
2760 3290 24
2760 3303 17
2760 3341 35
2760 3363 40
2760 3397 21
2760 3420 22
2760 3423 19
2760 3431 23
2760 3482 18
2760 3510 22
2760 3523 16
2760 3544 16
2760 3561 18
2760 3566 20
2760 3590 28
2760 3640 31
2760 3643 23
2760 3644 18
2760 3652 24
2760 3681 36
2760 3687 39
2760 3699 18
2760 3767 17
2760 3843 16
2760 3882 54
2760 3901 22
2760 3909 20
2760 3935 16
2760 3948 16
2760 3955 26
2760 4024 37
2760 4059 17
2760 4076 19
2760 4210 16
2760 4315 19
2760 4342 19
2760 4357 24
2760 4486 21
2760 4518 17
2760 4524 26
2760 4536 20
2760 4608 16
2760 4650 46
2760 4651 25
2760 4782 18
2760 4786 19
2760 4883 17
2760 4990 18
2760 5075 19
2760 5116 17
2760 5150 44
2760 5164 18
2760 5262 27
2760 5279 23
2760 5298 38
2760 5317 26
2760 5337 19
2760 5339 19
2760 5415 25
2760 5449 16
2760 5550 20
2760 5628 18
2760 5686 17
2760 5706 16
2760 5723 25
2760 5733 18
2760 5772 22
2760 5860 26
2760 5887 16
2760 6011 20
2760 6096 25
2760 6117 24
2760 6278 17
2760 6367 17
2760 6571 33
2760 6621 17
2760 6624 26
2760 6841 20
2760 6942 32
2760 6998 24
2760 7117 17
2760 7132 28
2760 7136 38
2760 7153 29
2760 7222 20
2760 7271 17
2760 7542 28
2760 7605 18
2760 7609 16
2760 8164 25
2760 8313 20
2760 8345 33
2760 8556 18
2760 8629 16
2760 8652 31
2760 8653 47
2760 8669 45
2760 8687 18
2760 8708 22
2760 8745 19
2760 8753 44
2760 8755 23
2760 8756 24
2760 8761 38
2760 8787 21
2760 8789 29
2760 8910 17
2760 8934 20
2760 8936 21
2760 8937 32
2760 8946 21
2760 8951 37
2760 8981 21
2760 8983 25
2760 8986 43
2760 9041 21
2760 9065 23
2760 9082 32
2760 9159 30
2760 9169 29
2760 9189 34
2760 9199 19
2760 9253 30
2760 9265 23
2760 9300 20
2760 9384 31
2760 9425 21
2760 9428 18
2760 9441 34
2760 9526 31
2760 9545 24
2760 9571 16
2760 9661 21
2760 9693 24
2760 9720 17
2760 9732 19
2760 9746 45
2760 9779 25
2760 9879 17
2760 9938 22
2760 10004 16
2760 10045 24
2760 10047 17
2760 10067 18
2760 10096 20
2760 10122 18
2760 10129 17
2760 10240 16
2760 10242 30
2760 10245 20
2760 10267 31
2760 10336 29
2760 10383 17
2760 10570 19
2760 10626 21
2760 10952 23
2760 10956 19
2760 10973 17
2760 11078 40
2760 11087 20
2760 11251 18
2760 11267 21
2760 11352 26
2760 11369 17
2760 11394 19
2760 11452 16
2760 11570 18
2760 11571 17
2760 11584 16
2760 11617 24
2760 11662 21
2760 11696 19
2760 11724 27
2760 11762 16
2760 11785 21
2760 11797 23
2760 11814 16
2760 11982 29
2760 12054 23
2760 12062 32
2760 12077 17
2760 12127 16
2760 12143 22
2760 12156 19
2760 12159 33
2760 12176 22
2760 12187 20
2760 12212 20
2760 12335 18
2760 12347 20
2760 12380 21
2760 12385 16
2760 12386 16
2760 12396 21
2760 12406 22
2760 12413 25
2760 12431 17
2760 12575 20
2760 12731 23
2760 12740 19
2760 12745 27
2760 12761 47
2760 12821 24
2760 12831 18
2760 12851 53
2760 12905 53
2760 12909 20
2760 12910 21
2760 12914 23
2760 12915 16
2760 12918 18
2760 12919 18
2760 12929 16
2760 12949 48
2760 13157 19
2760 13161 21
2760 13166 21
2760 13174 17
2760 13177 34
2760 13299 16
2760 13608 35
2760 13699 16
2760 13756 17
2760 13831 26
2760 13924 20
2760 13943 31
2760 13964 27
2760 13978 22
2760 13999 29
2760 14026 31
2760 14110 17
2760 14112 17
2760 14196 19
2760 14251 24
2760 14279 16
2760 14284 37
2760 14326 16
2760 14356 24
2760 14364 24
2760 14376 25
2760 14379 24
2760 14409 20
2760 14591 25
2760 14597 26
2760 14695 17
2760 14755 20
2760 14758 23
2760 14787 31
2760 14788 32
2760 14793 18
2760 14858 17
2760 14898 29
2760 14938 17
2760 14993 16
2760 15011 18
2760 15187 20
2760 15189 21
2760 15204 36
2760 15206 27
2760 15216 29
2760 15225 18
2760 15273 22
2760 15404 16
2760 15470 18
2760 15554 34
2760 15684 24
2760 15695 19
2760 16044 22
2760 16154 41
2760 16155 25
2760 16169 18
2760 16260 17
2760 16264 42
2760 16302 17
2760 16349 21
2760 16367 16
2760 16374 19
2760 16405 32
2760 16409 16
2760 16464 17
2760 16478 17
2760 16550 21
2760 16612 16
2760 16645 19
2760 16662 22
2760 16743 17
2760 16891 22
2760 16969 20
2760 16974 31
2760 17039 20
2760 17296 17
2760 17381 27
2760 17592 16
2760 17603 16
2760 17604 17
2760 17607 20
2760 17617 26
2760 17624 22
2760 17713 20
2760 17771 17
2760 17794 16
2760 17802 17
2760 17804 21
2760 17834 17
2760 18002 24
2760 18015 22
2760 18097 31
2760 18175 16
2760 18176 21
2760 18179 28
2760 18249 16
2760 18297 16
2760 18305 34
2760 18475 23
2760 18527 19
2760 18699 20
2760 18894 16
2760 19429 28
2760 19823 20
2760 19906 17
2760 20023 26
2760 20926 17
2760 20988 30
2760 21662 26
2760 21940 16
2760 22009 17
2760 22255 17
2760 23053 24
2760 23195 26
2760 23231 16
2760 23295 17
2760 23382 25
2760 23440 28
2760 23488 19
2760 23505 16
2760 23797 18
2760 24128 20
2760 24575 17
2760 25254 19
2760 26185 23
2760 26386 24
2760 26409 18
2760 26416 34
2760 26555 16
2760 26561 17
2760 26959 24
2760 27639 16
2760 27671 20
2760 28433 17
2760 28571 17
2760 29887 19
2760 30179 19
2760 31938 19
2760 32221 25
2763 2774 20
2763 2868 17
2763 2874 20
2763 2886 39
2763 2887 31
2763 2891 23
2763 2895 24
2763 2896 26
2763 2897 40
2763 2898 19
2763 2900 17
2763 2907 18
2763 2909 19
2763 2920 18
2763 2925 29
2763 2943 21
2763 2944 25
2763 2952 22
2763 2954 36
2763 2955 23
2763 2956 37
2763 2957 30
2763 2959 16
2763 2960 29
2763 2963 16
2763 3094 27
2763 3590 17
2763 3882 22
2763 4650 18
2763 5298 17
2763 7153 16
2763 8951 22
2763 8986 21
2763 9189 20
2763 9428 20
2763 11078 18
2763 12187 17
2763 12761 21
2763 12851 23
2763 12905 19
2763 12949 22
2763 13177 16
2763 14284 17
2774 2805 17
2774 2816 27
2774 2868 19
2774 2874 26
2774 2886 40
2774 2887 20
2774 2891 20
2774 2895 21
2774 2896 24
2774 2897 29
2774 2898 18
2774 2907 20
2774 2908 16
2774 2909 16
2774 2925 26
2774 2944 22
2774 2946 18
2774 2954 25
2774 2955 17
2774 2956 34
2774 2957 25
2774 2958 17
2774 2959 16
2774 2960 21
2774 2963 20
2774 3094 32
2774 3107 18
2774 3162 16
2774 3187 25
2774 3190 17
2774 3192 23
2774 3277 21
2774 3341 20
2774 3590 20
2774 3882 34
2774 4024 18
2774 4650 32
2774 5150 16
2774 5298 17
2774 5415 17
2774 7136 25
2774 8164 25
2774 8669 20
2774 8937 17
2774 8951 25
2774 9189 17
2774 9425 22
2774 9526 18
2774 9746 26
2774 10067 17
2774 10973 16
2774 11087 16
2774 11617 21
2774 11724 20
2774 12159 22
2774 12176 25
2774 12187 22
2774 12761 17
2774 12851 19
2774 12905 30
2774 12949 30
2774 13161 18
2774 13177 20
2774 13608 21
2774 13943 16
2774 13964 24
2774 13999 19
2774 14026 21
2774 14112 17
2774 14284 20
2774 14326 20
2774 14356 19
2774 14376 19
2774 14591 24
2774 14787 16
2774 14789 16
2774 14898 20
2774 15216 20
2774 15302 17
2774 15554 19
2774 15684 23
2774 16154 18
2774 16478 16
2783 2874 16
2783 2886 19
2788 2874 17
2803 2874 20
2803 2891 16
2803 3590 17
2803 8951 17
2805 2816 31
2805 2868 19
2805 2874 26
2805 2886 30
2805 2887 20
2805 2891 19
2805 2895 22
2805 2896 18
2805 2897 30
2805 2907 17
2805 2908 18
2805 2909 16
2805 2920 19
2805 2925 23
2805 2944 21
2805 2954 19
2805 2955 22
2805 2956 29
2805 2957 16
2805 2960 22
2805 3094 34
2805 3107 16
2805 3187 26
2805 3192 19
2805 3341 28
2805 3363 23
2805 3590 22
2805 3640 16
2805 3643 16
2805 3652 16
2805 3681 19
2805 3687 25
2805 3882 31
2805 3901 17
2805 4024 16
2805 4650 24
2805 5279 22
2805 5298 17
2805 7136 16
2805 8164 19
2805 8345 18
2805 8653 16
2805 8669 16
2805 8946 19
2805 9065 17
2805 9159 16
2805 9189 16
2805 9253 20
2805 9425 18
2805 9441 17
2805 9746 23
2805 11267 16
2805 11352 16
2805 12062 16
2805 12159 25
2805 12851 20
2805 12905 21
2805 12949 23
2805 13177 23
2805 13608 19
2805 13831 16
2805 13964 19
2805 13999 27
2805 14026 25
2805 14172 16
2805 14787 17
2805 15204 22
2805 16154 19
2805 16974 17
2805 20988 16
2805 23382 18
2816 2868 19
2816 2874 31
2816 2876 16
2816 2886 34
2816 2887 23
2816 2891 19
2816 2895 25
2816 2896 23
2816 2897 40
2816 2907 17
2816 2908 17
2816 2909 17
2816 2919 21
2816 2920 18
2816 2925 26
2816 2944 25
2816 2954 27
2816 2955 24
2816 2956 33
2816 2957 20
2816 2958 16
2816 2960 24
2816 2963 17
2816 3094 43
2816 3107 23
2816 3187 38
2816 3192 26
2816 3277 29
2816 3341 27
2816 3363 25
2816 3510 24
2816 3590 24
2816 3643 17
2816 3652 16
2816 3687 16
2816 3699 18
2816 3882 42
2816 3909 20
2816 3935 18
2816 3955 19
2816 3961 20
2816 4024 23
2816 4317 16
2816 4650 34
2816 5150 18
2816 5279 16
2816 5298 27
2816 5415 16
2816 6117 24
2816 6998 16
2816 7136 34
2816 7222 17
2816 8164 27
2816 8345 22
2816 8653 26
2816 8669 26
2816 8934 17
2816 8951 27
2816 8986 19
2816 9065 23
2816 9159 18
2816 9253 24
2816 9384 21
2816 9425 17
2816 9441 25
2816 9526 22
2816 9746 36
2816 10045 20
2816 10122 18
2816 10242 18
2816 10245 18
2816 10857 16
2816 11078 19
2816 11087 27
2816 11267 18
2816 11352 18
2816 11394 20
2816 11452 18
2816 11617 26
2816 11720 17
2816 11724 19
2816 12159 34
2816 12176 17
2816 12745 16
2816 12821 18
2816 12851 31
2816 12905 30
2816 12949 30
2816 13174 16
2816 13177 21
2816 13299 17
2816 13564 16
2816 13608 21
2816 13943 16
2816 13964 38
2816 13974 18
2816 13978 22
2816 13999 42
2816 14026 40
2816 14085 17
2816 14174 23
2816 14177 17
2816 14196 27
2816 14197 16
2816 14251 18
2816 14364 19
2816 14376 22
2816 14379 17
2816 14382 16
2816 14591 19
2816 14597 19
2816 14787 24
2816 14788 25
2816 14898 20
2816 15204 25
2816 15216 28
2816 15554 19
2816 15684 23
2816 16154 25
2816 16349 18
2816 16405 16
2816 16710 16
2816 16974 22
2816 17039 16
2816 17617 19
2816 17802 24
2816 17804 26
2816 17818 18
2816 17834 18
2816 17843 17
2816 18305 20
2816 18699 17
2816 20988 30
2816 23053 17
2816 23195 18
2816 23231 18
2816 23321 22
2816 23382 26
2816 23427 17
2816 23440 19
2816 23502 18
2816 23505 17
2816 23564 17
2816 24046 16
2816 24128 22
2816 24244 17
2816 24575 17
2816 45198 17
2842 2886 21
2842 2887 20
2842 2891 17
2842 2895 18
2842 2896 16
2842 2897 20
2842 2920 19
2842 2925 19
2842 2944 18
2842 2955 20
2842 2956 21
2842 2960 20
2842 3094 18
2842 8986 17
2857 2886 21
2857 2887 25
2857 2893 21
2857 2895 23
2857 2896 24
2857 2900 22
2857 2907 22
2857 2925 26
2857 2943 24
2857 2944 23
2857 2946 19
2857 2952 17
2857 2954 21
2857 2955 19
2857 2956 27
2857 2957 26
2857 2958 21
2857 2959 16
2857 2960 20
2857 12761 18
2861 2886 16
2861 2887 17
2861 2897 17
2861 2956 18
2868 2874 21
2868 2876 16
2868 2886 25
2868 2887 22
2868 2891 17
2868 2893 16
2868 2895 24
2868 2896 19
2868 2897 20
2868 2920 20
2868 2925 24
2868 2943 18
2868 2944 21
2868 2952 16
2868 2954 20
2868 2955 20
2868 2956 25
2868 2957 22
2868 2960 19
2868 3094 22
2868 3590 28
2868 3643 16
2868 3687 18
2868 3882 30
2868 4481 16
2868 4650 17
2868 5150 18
2868 5317 19
2868 7222 16
2868 8669 22
2868 8946 18
2868 8951 25
2868 8983 20
2868 8986 19
2868 9428 17
2868 12176 16
2871 2874 19
2874 2886 62
2874 2887 49
2874 2891 38
2874 2893 24
2874 2895 42
2874 2896 44
2874 2897 52
2874 2898 19
2874 2900 27
2874 2907 31
2874 2908 17
2874 2909 37
2874 2920 30
2874 2921 24
2874 2925 47
2874 2926 16
2874 2928 19
2874 2936 24
2874 2943 27
2874 2944 44
2874 2946 24
2874 2952 28
2874 2953 16
2874 2954 47
2874 2955 45
2874 2956 56
2874 2957 42
2874 2958 28
2874 2959 19
2874 2960 48
2874 2962 17
2874 2963 37
2874 3052 20
2874 3090 28
2874 3094 50
2874 3107 27
2874 3162 24
2874 3186 17
2874 3187 37
2874 3190 19
2874 3192 30
2874 3211 16
2874 3277 23
2874 3289 17
2874 3341 32
2874 3363 29
2874 3510 18
2874 3590 29
2874 3640 24
2874 3652 21
2874 3681 26
2874 3687 39
2874 3882 48
2874 3901 18
2874 3909 17
2874 3935 19
2874 3948 17
2874 3955 27
2874 3961 17
2874 4024 42
2874 4059 16
2874 4245 16
2874 4315 23
2874 4342 18
2874 4357 19
2874 4486 20
2874 4524 19
2874 4536 19
2874 4650 47
2874 4651 21
2874 4714 16
2874 4782 18
2874 4786 18
2874 4883 17
2874 5150 34
2874 5262 16
2874 5279 24
2874 5298 27
2874 5317 18
2874 5415 22
2874 5723 20
2874 5772 18
2874 5860 23
2874 6011 18
2874 6096 19
2874 6117 22
2874 6278 17
2874 6571 24
2874 6624 25
2874 6942 23
2874 6998 22
2874 7117 20
2874 7132 25
2874 7136 34
2874 7153 32
2874 7222 18
2874 7271 16
2874 7609 19
2874 8164 27
2874 8345 28
2874 8556 19
2874 8629 18
2874 8652 22
2874 8653 29
2874 8669 26
2874 8687 17
2874 8708 16
2874 8753 24
2874 8756 22
2874 8761 25
2874 8789 22
2874 8936 22
2874 8937 32
2874 8951 32
2874 8983 23
2874 8986 23
2874 9041 17
2874 9082 20
2874 9159 17
2874 9169 28
2874 9189 24
2874 9253 21
2874 9265 16
2874 9384 25
2874 9425 20
2874 9441 24
2874 9526 19
2874 9545 19
2874 9661 19
2874 9746 33
2874 9779 23
2874 10045 19
2874 10047 16
2874 10096 21
2874 10122 16
2874 10240 19
2874 10242 21
2874 10267 27
2874 10336 19
2874 10472 18
2874 10626 16
2874 10952 18
2874 10956 17
2874 10973 21
2874 11078 28
2874 11352 30
2874 11617 23
2874 11657 18
2874 11696 19
2874 11724 20
2874 11785 18
2874 11982 20
2874 12062 28
2874 12159 27
2874 12176 20
2874 12187 22
2874 12212 18
2874 12347 16
2874 12386 16
2874 12396 21
2874 12413 26
2874 12575 17
2874 12589 19
2874 12741 16
2874 12745 22
2874 12761 36
2874 12851 32
2874 12905 51
2874 12910 20
2874 12914 17
2874 12948 18
2874 12949 38
2874 13157 17
2874 13161 19
2874 13166 19
2874 13174 17
2874 13177 29
2874 13299 18
2874 13608 33
2874 13831 25
2874 13943 17
2874 13964 26
2874 13978 16
2874 13999 28
2874 14026 32
2874 14110 19
2874 14215 16
2874 14251 28
2874 14279 17
2874 14284 25
2874 14326 20
2874 14353 16
2874 14356 25
2874 14364 18
2874 14376 23
2874 14379 16
2874 14409 18
2874 14591 31
2874 14597 24
2874 14617 16
2874 14695 22
2874 14752 22
2874 14787 30
2874 14788 21
2874 14898 22
2874 14938 17
2874 15014 17
2874 15109 16
2874 15187 17
2874 15204 40
2874 15206 24
2874 15216 31
2874 15225 17
2874 15273 22
2874 15302 19
2874 15394 17
2874 15404 17
2874 15448 17
2874 15470 19
2874 15554 30
2874 15612 16
2874 15684 29
2874 15695 19
2874 15715 17
2874 15884 17
2874 15908 16
2874 15993 20
2874 16154 33
2874 16155 29
2874 16169 16
2874 16264 26
2874 16302 19
2874 16349 23
2874 16405 18
2874 16478 20
2874 16550 22
2874 16662 21
2874 16743 18
2874 16974 29
2874 17039 19
2874 17381 22
2874 17617 20
2874 17713 16
2874 17804 22
2874 17834 17
2874 18002 21
2874 18015 17
2874 18097 19
2874 18176 17
2874 18179 23
2874 18305 25
2874 18699 19
2874 19429 23
2874 19823 18
2874 20023 16
2874 20988 29
2874 21662 18
2874 23053 20
2874 23195 21
2874 23295 20
2874 23382 27
2874 23440 22
2874 23488 20
2874 23636 16
2874 24128 17
2874 26185 16
2874 26409 16
2874 26416 23
2874 26959 21
2874 27639 17
2874 27671 17
2874 29887 16
2874 31938 16
2874 32221 21
2885 2891 16
2885 2957 16
2886 2887 103
2886 2891 74
2886 2892 24
2886 2893 53
2886 2894 44
2886 2895 100
2886 2896 104
2886 2897 89
2886 2898 39
2886 2900 52
2886 2902 17
2886 2903 36
2886 2907 77
2886 2908 42
2886 2909 57
2886 2920 72
2886 2921 63
2886 2925 123
2886 2926 32
2886 2928 32
2886 2935 18
2886 2936 52
2886 2940 16
2886 2943 75
2886 2944 105
2886 2946 61
2886 2952 65
2886 2953 33
2886 2954 106
2886 2955 85
2886 2956 158
2886 2957 105
2886 2958 75
2886 2959 47
2886 2960 104
2886 2961 16
2886 2962 21
2886 2963 101
2886 3052 27
2886 3090 23
2886 3094 62
2886 3103 22
2886 3107 28
2886 3109 23
2886 3113 25
2886 3162 30
2886 3168 16
2886 3186 19
2886 3187 38
2886 3190 16
2886 3192 53
2886 3216 25
2886 3250 22
2886 3256 23
2886 3277 25
2886 3289 23
2886 3290 23
2886 3341 42
2886 3363 42
2886 3420 21
2886 3431 20
2886 3510 17
2886 3523 16
2886 3561 16
2886 3590 36
2886 3640 33
2886 3643 19
2886 3652 21
2886 3681 34
2886 3687 50
2886 3767 26
2886 3813 24
2886 3843 19
2886 3882 62
2886 3898 18
2886 3901 20
2886 3909 19
2886 3935 21
2886 3955 25
2886 4024 42
2886 4059 17
2886 4245 16
2886 4315 23
2886 4342 18
2886 4357 24
2886 4481 16
2886 4486 20
2886 4524 26
2886 4536 28
2886 4545 17
2886 4640 16
2886 4650 53
2886 4651 23
2886 4782 18
2886 4786 17
2886 4883 17
2886 4990 17
2886 5150 36
2886 5262 19
2886 5272 17
2886 5279 26
2886 5298 32
2886 5317 18
2886 5337 18
2886 5339 17
2886 5415 27
2886 5550 20
2886 5686 21
2886 5720 18
2886 5723 21
2886 5733 16
2886 5772 18
2886 5860 32
2886 6011 28
2886 6096 27
2886 6117 16
2886 6278 23
2886 6460 22
2886 6571 31
2886 6624 38
2886 6841 23
2886 6942 38
2886 6998 26
2886 7117 18
2886 7132 35
2886 7136 44
2886 7153 34
2886 7222 21
2886 7271 16
2886 7542 36
2886 7605 17
2886 8158 18
2886 8164 28
2886 8223 19
2886 8283 16
2886 8313 19
2886 8345 35
2886 8556 28
2886 8629 21
2886 8652 34
2886 8653 57
2886 8669 54
2886 8687 20
2886 8708 27
2886 8745 36
2886 8753 56
2886 8755 30
2886 8756 33
2886 8759 20
2886 8761 52
2886 8787 27
2886 8789 32
2886 8925 21
2886 8934 21
2886 8936 25
2886 8937 52
2886 8946 27
2886 8951 55
2886 8953 17
2886 8970 20
2886 8981 24
2886 8982 24
2886 8983 33
2886 8986 59
2886 9041 24
2886 9065 18
2886 9082 37
2886 9159 21
2886 9169 40
2886 9189 38
2886 9199 17
2886 9248 16
2886 9253 26
2886 9265 21
2886 9300 19
2886 9384 36
2886 9425 29
2886 9428 32
2886 9441 36
2886 9526 32
2886 9545 28
2886 9661 32
2886 9693 22
2886 9732 18
2886 9746 48
2886 9779 22
2886 9938 16
2886 10004 16
2886 10045 22
2886 10047 17
2886 10067 22
2886 10096 23
2886 10129 18
2886 10186 17
2886 10240 16
2886 10242 26
2886 10267 43
2886 10336 35
2886 10383 16
2886 10472 22
2886 10570 19
2886 10589 16
2886 10626 23
2886 10952 24
2886 10956 16
2886 10973 27
2886 11078 37
2886 11241 17
2886 11267 17
2886 11352 28
2886 11369 16
2886 11570 18
2886 11617 18
2886 11662 22
2886 11696 22
2886 11712 16
2886 11724 29
2886 11735 17
2886 11785 17
2886 11797 20
2886 11814 16
2886 11864 16
2886 11982 31
2886 12054 19
2886 12062 43
2886 12077 19
2886 12121 18
2886 12156 19
2886 12159 32
2886 12164 16
2886 12176 29
2886 12187 41
2886 12202 18
2886 12212 26
2886 12247 17
2886 12335 18
2886 12346 20
2886 12347 17
2886 12380 23
2886 12386 17
2886 12396 23
2886 12406 20
2886 12413 26
2886 12431 17
2886 12575 19
2886 12589 22
2886 12731 23
2886 12740 19
2886 12745 27
2886 12761 58
2886 12821 20
2886 12831 33
2886 12851 51
2886 12905 74
2886 12907 17
2886 12909 22
2886 12910 24
2886 12914 36
2886 12915 22
2886 12918 32
2886 12919 32
2886 12948 30
2886 12949 55
2886 13130 20
2886 13131 17
2886 13137 18
2886 13157 20
2886 13161 25
2886 13166 25
2886 13174 16
2886 13177 37
2886 13299 19
2886 13564 20
2886 13608 38
2886 13699 20
2886 13756 16
2886 13831 30
2886 13924 17
2886 13934 16
2886 13943 30
2886 13964 25
2886 13999 24
2886 14009 16
2886 14026 36
2886 14112 16
2886 14196 17
2886 14197 16
2886 14215 16
2886 14251 29
2886 14271 16
2886 14279 17
2886 14284 45
2886 14301 19
2886 14326 31
2886 14353 18
2886 14356 33
2886 14364 16
2886 14376 29
2886 14379 18
2886 14409 17
2886 14426 16
2886 14456 17
2886 14468 17
2886 14515 16
2886 14591 40
2886 14597 27
2886 14617 18
2886 14621 17
2886 14695 22
2886 14752 25
2886 14755 17
2886 14758 19
2886 14785 20
2886 14787 30
2886 14788 27
2886 14793 17
2886 14798 18
2886 14858 19
2886 14884 16
2886 14898 37
2886 14903 16
2886 14938 33
2886 15011 19
2886 15014 20
2886 15109 18
2886 15187 20
2886 15189 21
2886 15204 32
2886 15206 26
2886 15216 32
2886 15225 21
2886 15273 27
2886 15302 21
2886 15394 19
2886 15404 20
2886 15448 17
2886 15470 19
2886 15554 30
2886 15656 16
2886 15684 40
2886 15695 25
2886 15715 19
2886 15884 17
2886 15908 17
2886 15949 20
2886 15993 20
2886 16044 21
2886 16154 33
2886 16155 27
2886 16169 18
2886 16175 18
2886 16236 18
2886 16260 27
2886 16264 46
2886 16302 22
2886 16349 22
2886 16367 16
2886 16374 20
2886 16383 19
2886 16395 16
2886 16405 36
2886 16427 17
2886 16464 18
2886 16478 27
2886 16539 16
2886 16550 23
2886 16612 16
2886 16662 28
2886 16744 19
2886 16891 26
2886 16969 19
2886 16974 28
2886 17039 19
2886 17296 20
2886 17381 31
2886 17603 19
2886 17604 17
2886 17617 20
2886 17624 16
2886 17713 18
2886 17762 16
2886 17765 16
2886 17771 20
2886 17802 17
2886 17804 16
2886 17834 19
2886 17843 16
2886 18002 28
2886 18015 19
2886 18097 24
2886 18134 16
2886 18176 22
2886 18179 28
2886 18305 27
2886 18475 16
2886 18699 17
2886 18894 17
2886 19261 17
2886 19329 17
2886 19429 22
2886 19451 17
2886 19766 20
2886 19823 17
2886 20023 17
2886 20988 24
2886 21524 16
2886 21662 20
2886 22009 17
2886 22255 17
2886 23053 19
2886 23192 16
2886 23195 20
2886 23382 16
2886 23427 16
2886 23440 17
2886 23797 16
2886 24128 17
2886 25100 16
2886 25254 21
2886 26185 28
2886 26386 22
2886 26409 20
2886 26416 28
2886 26469 16
2886 26561 18
2886 26959 19
2886 27671 18
2886 28433 16
2886 28760 17
2886 29887 27
2886 30179 16
2886 30485 18
2886 32221 18
2887 2891 64
2887 2892 17
2887 2893 52
2887 2894 38
2887 2895 89
2887 2896 102
2887 2897 75
2887 2898 36
2887 2900 60
2887 2902 18
2887 2903 27
2887 2907 73
2887 2908 40
2887 2909 45
2887 2920 52
2887 2921 53
2887 2925 98
2887 2926 28
2887 2928 33
2887 2936 44
2887 2940 18
2887 2943 82
2887 2944 106
2887 2946 58
2887 2952 66
2887 2953 33
2887 2954 80
2887 2955 87
2887 2956 120
2887 2957 96
2887 2958 73
2887 2959 55
2887 2960 93
2887 2961 19
2887 2962 17
2887 2963 64
2887 3052 20
2887 3094 46
2887 3103 18
2887 3109 21
2887 3113 18
2887 3162 21
2887 3186 16
2887 3187 21
2887 3192 46
2887 3216 16
2887 3256 22
2887 3277 21
2887 3289 18
2887 3290 20
2887 3341 29
2887 3363 29
2887 3420 20
2887 3590 30
2887 3640 25
2887 3681 32
2887 3687 38
2887 3767 21
2887 3843 16
2887 3882 45
2887 3955 17
2887 4024 28
2887 4357 20
2887 4481 16
2887 4524 16
2887 4536 16
2887 4650 32
2887 4651 20
2887 4990 16
2887 5150 29
2887 5262 17
2887 5279 16
2887 5298 20
2887 5317 18
2887 5415 20
2887 5723 16
2887 5772 17
2887 5860 17
2887 6011 18
2887 6096 22
2887 6571 27
2887 6624 19
2887 6841 18
2887 6942 36
